student_id,enrolled_courses,video_watch_mins,avg_quiz_score,days_active,completion_status
STU_00394,"Web Development, Cloud Computing, Cyber Security",1404,73.6,42,1
STU_00395,"Machine Learning, Data Visualization",947,83.6,52,1
STU_00396,"Python Programming, Cyber Security, Cloud Computing",790,74.8,72,1
STU_00397,"Web Development, Artificial Intelligence, Python Programming",1095,87.6,62,1
STU_00398,"Web Development, Data Visualization",254,83.3,17,0
STU_00399,"Python Programming, Machine Learning",88,37.4,7,0
STU_00400,"Data Visualization, Data Science, Web Development",1431,88.2,42,1
STU_00401,"Web Development, Cyber Security",1509,83.1,39,1
STU_00402,"Python Programming, Data Science, Artificial Intelligence, Cloud Computing",360,37.5,1,0
STU_00403,Blockchain,330,49.3,1,1
STU_00404,"Cyber Security, Blockchain, Deep Learning, Machine Learning",1151,79.0,52,1
STU_00405,"Cloud Computing, Cyber Security, Artificial Intelligence",1318,79.3,50,1
STU_00406,Cloud Computing,318,53.5,8,1
STU_00407,"Cloud Computing, Web Development",1306,82.8,32,1
STU_00408,"Cyber Security, Deep Learning, Web Development, Machine Learning",923,99.9,40,1
STU_00409,Cloud Computing,221,54.8,10,0
STU_00410,"Blockchain, Data Visualization",860,92.4,40,1
STU_00411,Deep Learning,1274,85.9,55,1
STU_00412,Cloud Computing,1229,69.4,37,0
STU_00413,"Cyber Security, Cloud Computing, Web Development",133,63.5,3,0
STU_00414,"Cloud Computing, Blockchain, Web Development, Machine Learning, Python Programming",1924,68.8,62,1
STU_00415,Artificial Intelligence,235,46.9,13,1
STU_00416,"Artificial Intelligence, Web Development, Python Programming",232,39.8,10,0
STU_00417,"Cyber Security, Machine Learning, Data Science, Python Programming",1111,86.5,50,1
STU_00418,Data Science,1743,74.3,1,1
STU_00419,"Cyber Security, Web Development",1065,100.0,71,1
STU_00420,"Cloud Computing, Deep Learning, Web Development",889,85.2,34,0
STU_00421,"Web Development, Artificial Intelligence, Python Programming, Machine Learning",1005,84.4,35,1
STU_00422,"Python Programming, Data Visualization",1380,80.2,30,1
STU_00423,"Cloud Computing, Python Programming, Blockchain",83,56.4,8,0
STU_00424,"Deep Learning, Cloud Computing, Machine Learning",1353,93.8,43,1
STU_00425,"Data Science, Blockchain, Cyber Security",153,54.9,15,0
STU_00426,"Deep Learning, Data Science",1351,86.1,23,1
STU_00427,"Python Programming, Deep Learning",1308,98.7,62,1
STU_00428,"Data Science, Data Visualization",1361,85.7,57,1
STU_00429,"Machine Learning, Data Visualization",1494,91.6,57,1
STU_00430,"Data Science, Cyber Security, Deep Learning, Machine Learning",235,50.0,7,0
STU_00431,"Cyber Security, Cloud Computing",1289,92.6,42,1
STU_00432,"Web Development, Python Programming, Cloud Computing",851,85.2,66,1
STU_00433,"Python Programming, Machine Learning, Cyber Security, Data Science, Blockchain",1279,84.5,62,1
STU_00434,"Cloud Computing, Machine Learning",1629,83.1,59,1
STU_00435,"Deep Learning, Artificial Intelligence, Machine Learning",304,51.0,18,0
STU_00436,"Web Development, Deep Learning, Data Visualization, Blockchain, Machine Learning",1267,86.9,39,1
STU_00437,"Artificial Intelligence, Web Development",1281,88.0,72,1
STU_00438,"Machine Learning, Blockchain",1305,98.2,43,1
STU_00439,"Machine Learning, Web Development",286,21.4,7,0
STU_00440,"Blockchain, Artificial Intelligence",1497,93.4,53,1
STU_00441,Deep Learning,1030,80.9,35,1
STU_00442,"Web Development, Cyber Security, Machine Learning",591,97.2,67,1
STU_00443,"Python Programming, Cyber Security",284,73.4,10,0
STU_00444,Web Development,320,37.3,15,0
STU_00445,"Cloud Computing, Python Programming, Data Visualization",239,62.9,7,0
STU_00446,"Artificial Intelligence, Machine Learning, Python Programming",1433,86.3,74,1
STU_00447,"Blockchain, Python Programming",1508,71.8,55,0
STU_00448,"Cyber Security, Python Programming, Cloud Computing",1400,89.1,41,1
STU_00449,"Data Visualization, Deep Learning, Web Development, Machine Learning",910,86.5,19,1
STU_00450,"Machine Learning, Blockchain, Data Science, Deep Learning",516,63.3,57,1
STU_00451,"Blockchain, Data Visualization, Data Science, Deep Learning, Machine Learning",1143,75.6,41,1
STU_00452,"Cloud Computing, Cyber Security, Data Visualization, Web Development",363,62.7,8,0
STU_00453,"Cyber Security, Deep Learning, Data Science, Machine Learning",1466,79.7,54,1
STU_00454,Machine Learning,242,60.5,19,0
STU_00455,Web Development,634,82.0,20,1
STU_00456,"Python Programming, Artificial Intelligence",416,69.3,18,0
STU_00457,"Python Programming, Cyber Security, Web Development, Machine Learning",1420,78.5,46,1
STU_00458,"Artificial Intelligence, Blockchain, Web Development, Data Visualization, Python Programming",229,56.1,15,1
STU_00459,Artificial Intelligence,1304,96.6,48,1
STU_00460,"Deep Learning, Web Development, Artificial Intelligence, Data Science",1392,86.9,60,1
STU_00461,"Data Visualization, Cloud Computing, Blockchain",28,44.7,17,1
STU_00462,"Data Science, Data Visualization, Cyber Security",247,52.9,14,0
STU_00463,"Data Visualization, Blockchain, Deep Learning",1566,100.0,29,1
STU_00464,"Data Science, Blockchain, Cyber Security",417,51.3,5,0
STU_00465,"Data Science, Cyber Security",1327,86.4,67,1
STU_00466,"Data Visualization, Blockchain, Data Science",391,45.7,10,0
STU_00467,"Deep Learning, Machine Learning",1068,62.9,41,1
STU_00468,"Machine Learning, Blockchain",579,70.0,56,1
STU_00469,"Cloud Computing, Data Visualization",1138,85.1,61,1
STU_00470,"Machine Learning, Artificial Intelligence, Blockchain",1026,66.2,46,1
STU_00471,"Deep Learning, Cloud Computing, Python Programming, Machine Learning",966,83.1,31,1
STU_00472,"Machine Learning, Cyber Security",1280,95.8,45,1
STU_00473,"Artificial Intelligence, Data Visualization",1080,78.5,24,1
STU_00474,"Cloud Computing, Data Visualization",642,87.7,52,1
STU_00475,"Cloud Computing, Web Development, Deep Learning, Machine Learning",1476,79.6,47,0
STU_00476,"Cyber Security, Deep Learning, Artificial Intelligence, Machine Learning",1015,82.3,31,1
STU_00477,"Artificial Intelligence, Data Science",166,50.4,17,0
STU_00478,Web Development,1052,82.8,35,1
STU_00479,"Data Science, Artificial Intelligence, Deep Learning, Machine Learning",483,72.4,15,0
STU_00480,Cyber Security,679,92.1,48,1
STU_00481,"Deep Learning, Cloud Computing, Cyber Security",1314,91.4,45,1
STU_00482,Data Science,976,84.7,41,1
STU_00483,"Data Science, Blockchain",2003,80.1,15,1
STU_00484,"Blockchain, Python Programming, Web Development",1419,94.7,51,0
STU_00485,"Python Programming, Web Development, Data Visualization",576,43.8,5,0
STU_00486,"Machine Learning, Data Science, Python Programming",135,75.9,8,0
STU_00487,"Python Programming, Cyber Security, Blockchain, Web Development",27,44.6,1,0
STU_00488,"Python Programming, Web Development, Cloud Computing",1551,95.3,61,1
STU_00489,"Blockchain, Data Visualization",1124,72.9,30,1
STU_00490,Machine Learning,1070,98.1,65,1
STU_00491,"Artificial Intelligence, Web Development",1154,77.9,61,1
STU_00492,"Deep Learning, Cloud Computing, Data Visualization, Machine Learning",844,72.7,36,1
STU_00493,"Artificial Intelligence, Web Development, Cloud Computing, Deep Learning, Python Programming",1767,80.4,44,1
STU_00494,Machine Learning,856,90.5,45,1
STU_00495,"Cyber Security, Python Programming",870,81.4,17,1
STU_00496,"Machine Learning, Cyber Security, Data Visualization, Deep Learning",1093,92.0,39,1
STU_00497,"Machine Learning, Blockchain, Python Programming",69,32.7,12,1
STU_00498,"Web Development, Cyber Security",10,81.0,21,1
STU_00499,"Cloud Computing, Blockchain, Python Programming",267,73.4,4,1
STU_00500,"Python Programming, Artificial Intelligence",937,83.3,37,1
STU_00501,"Data Visualization, Machine Learning",309,62.4,14,0
STU_00502,Web Development,652,100.0,31,1
STU_00503,"Blockchain, Deep Learning, Machine Learning",1287,94.0,74,1
STU_00504,"Machine Learning, Blockchain",1538,80.3,43,1
STU_00505,"Machine Learning, Data Visualization",71,58.6,11,0
STU_00506,"Web Development, Data Visualization, Deep Learning, Python Programming",1730,88.1,39,1
STU_00507,Artificial Intelligence,200,68.1,9,1
STU_00508,"Data Visualization, Data Science, Web Development, Python Programming, Cloud Computing",124,71.9,9,0
STU_00509,"Machine Learning, Web Development, Cloud Computing",82,42.4,13,0
STU_00510,"Data Science, Data Visualization",191,23.0,25,0
STU_00511,"Python Programming, Cloud Computing, Cyber Security",479,49.9,12,0
STU_00512,"Data Science, Machine Learning, Web Development, Artificial Intelligence, Data Visualization",1647,83.0,42,1
STU_00513,"Machine Learning, Python Programming, Web Development, Data Science",1549,83.0,42,1
STU_00514,"Deep Learning, Data Visualization, Python Programming, Machine Learning",450,64.8,10,0
STU_00515,Blockchain,1787,82.6,59,1
STU_00516,Web Development,1530,75.3,24,1
STU_00517,"Data Science, Web Development, Cloud Computing, Blockchain",165,44.7,7,0
STU_00518,Data Science,1456,92.3,52,1
STU_00519,"Cyber Security, Machine Learning, Deep Learning",363,46.1,13,0
STU_00520,"Cyber Security, Artificial Intelligence, Web Development",477,60.3,15,0
STU_00521,Data Visualization,176,54.6,1,0
STU_00522,"Deep Learning, Machine Learning",710,77.1,40,1
STU_00523,"Web Development, Data Science, Cloud Computing, Blockchain",1209,91.1,38,1
STU_00524,"Cyber Security, Deep Learning, Data Science",1134,91.6,59,1
STU_00525,Cyber Security,1151,77.9,30,1
STU_00526,"Deep Learning, Data Visualization, Machine Learning",970,93.3,42,1
STU_00527,"Web Development, Artificial Intelligence",737,83.7,46,1
STU_00528,"Blockchain, Python Programming, Cyber Security",1206,98.6,25,1
STU_00529,Cloud Computing,1202,95.0,77,0
STU_00530,"Data Visualization, Cyber Security, Data Science",812,87.1,37,1
STU_00531,"Data Science, Data Visualization",1453,90.6,48,0
STU_00532,"Web Development, Cyber Security, Data Visualization",1610,88.9,37,1
STU_00533,"Data Visualization, Blockchain",24,54.6,11,1
STU_00534,Blockchain,915,76.8,61,1
STU_00535,Machine Learning,1012,85.2,59,1
STU_00536,"Deep Learning, Machine Learning",890,93.3,31,1
STU_00537,"Data Visualization, Deep Learning",1118,77.2,55,0
STU_00538,"Cloud Computing, Artificial Intelligence",1053,87.6,47,1
STU_00539,"Web Development, Artificial Intelligence",1132,92.6,44,1
STU_00540,"Web Development, Blockchain",597,76.3,14,1
STU_00541,Cyber Security,378,42.8,10,0
STU_00542,"Machine Learning, Web Development, Data Science",310,56.3,10,0
STU_00543,"Artificial Intelligence, Blockchain",1260,82.2,38,1
STU_00544,"Cyber Security, Web Development",320,55.0,13,0
STU_00545,"Machine Learning, Python Programming",767,82.9,23,1
STU_00546,Data Science,775,80.5,66,1
STU_00547,"Blockchain, Data Science, Web Development, Cyber Security",1081,89.8,39,1
STU_00548,"Artificial Intelligence, Data Visualization, Data Science, Machine Learning",1831,91.7,28,1
STU_00549,"Python Programming, Artificial Intelligence, Cyber Security",977,80.8,64,1
STU_00550,"Artificial Intelligence, Web Development",421,37.2,18,0
STU_00551,"Machine Learning, Web Development, Data Science",328,52.8,5,0
STU_00552,Machine Learning,88,55.6,4,1
STU_00553,"Blockchain, Deep Learning, Machine Learning",742,73.7,41,1
STU_00554,"Deep Learning, Web Development",408,100.0,56,1
STU_00555,Cloud Computing,1361,84.6,75,1
STU_00556,"Data Science, Deep Learning, Machine Learning",332,65.7,13,0
STU_00557,"Data Science, Blockchain, Data Visualization",1128,86.9,59,1
STU_00558,"Data Visualization, Web Development, Data Science",977,72.6,22,1
STU_00559,Data Science,1496,71.5,55,1
STU_00560,"Data Science, Web Development",401,31.0,5,0
STU_00561,Python Programming,977,77.0,70,1
STU_00562,"Cyber Security, Data Science",283,55.3,11,0
STU_00563,"Blockchain, Web Development, Cyber Security, Artificial Intelligence, Deep Learning, Machine Learning",1138,78.5,35,1
STU_00564,Data Science,210,74.2,12,0
STU_00565,"Artificial Intelligence, Cloud Computing, Python Programming",348,49.5,3,0
STU_00566,"Data Science, Cyber Security, Blockchain",1673,76.9,26,1
STU_00567,"Machine Learning, Cloud Computing, Deep Learning, Blockchain",1121,66.6,49,0
STU_00568,Cyber Security,1385,76.6,76,1
STU_00569,Machine Learning,1211,90.8,45,1
STU_00570,"Artificial Intelligence, Cloud Computing, Python Programming",712,83.1,39,1
STU_00571,"Machine Learning, Cyber Security, Web Development, Data Visualization",1856,66.1,36,1
STU_00572,"Web Development, Deep Learning",1175,70.8,41,1
STU_00573,Web Development,367,60.6,10,0
STU_00574,"Artificial Intelligence, Python Programming",1299,100.0,24,1
STU_00575,Web Development,1248,85.4,53,1
STU_00576,"Cloud Computing, Web Development, Blockchain, Data Visualization",1025,89.3,45,1
STU_00577,"Machine Learning, Data Science, Data Visualization",1174,72.6,30,1
STU_00578,"Data Science, Web Development, Artificial Intelligence",424,40.7,12,0
STU_00579,"Artificial Intelligence, Data Visualization, Cyber Security",299,78.4,13,0
STU_00580,"Data Visualization, Web Development",1137,72.5,54,1
STU_00581,"Machine Learning, Data Visualization",1340,92.1,42,1
STU_00582,"Deep Learning, Machine Learning",938,100.0,41,1
STU_00583,Machine Learning,972,69.3,24,1
STU_00584,"Deep Learning, Machine Learning, Data Visualization",59,27.0,15,0
STU_00585,"Artificial Intelligence, Cyber Security, Cloud Computing",360,31.3,16,0
STU_00586,"Blockchain, Data Science",826,85.1,30,1
STU_00587,"Deep Learning, Python Programming, Machine Learning",1264,83.1,21,1
STU_00588,"Python Programming, Machine Learning, Data Science",1795,100.0,46,0
STU_00589,"Data Visualization, Artificial Intelligence",1433,82.1,66,1
STU_00590,"Cloud Computing, Data Science",1078,70.5,44,1
STU_00591,"Machine Learning, Deep Learning, Cloud Computing",217,39.6,8,0
STU_00592,Data Science,366,15.9,10,0
STU_00593,"Artificial Intelligence, Data Visualization, Machine Learning, Deep Learning",228,69.4,15,0
STU_00594,"Machine Learning, Data Science, Artificial Intelligence",1422,67.2,49,1
STU_00595,"Python Programming, Deep Learning",1407,59.4,34,1
STU_00596,"Data Science, Cyber Security",146,65.2,4,0
STU_00597,"Machine Learning, Web Development, Deep Learning",262,72.0,4,0
STU_00598,"Data Visualization, Data Science, Blockchain",120,48.0,12,0
STU_00599,"Web Development, Data Science",1637,67.8,36,1
STU_00600,"Data Science, Data Visualization, Cyber Security",1268,76.7,52,0
STU_00601,"Machine Learning, Data Science, Web Development",1370,86.1,21,1
STU_00602,"Data Visualization, Deep Learning, Data Science, Machine Learning",1437,81.2,48,1
STU_00603,"Web Development, Cloud Computing, Python Programming",507,86.6,61,1
STU_00604,"Cloud Computing, Artificial Intelligence",1498,87.3,52,1
STU_00605,"Data Visualization, Cloud Computing, Python Programming",1073,91.8,36,1
STU_00606,"Artificial Intelligence, Cyber Security",381,61.6,13,0
STU_00607,"Web Development, Machine Learning, Python Programming",1390,85.9,9,1
STU_00608,"Data Science, Data Visualization",1177,92.0,57,1
STU_00609,"Deep Learning, Blockchain",1181,89.5,56,1
STU_00610,"Machine Learning, Python Programming, Web Development, Blockchain",149,62.5,10,0
STU_00611,Python Programming,1745,85.4,41,1
STU_00612,"Cloud Computing, Blockchain, Data Visualization, Artificial Intelligence",1280,63.5,61,0
STU_00613,Blockchain,864,74.9,50,1
STU_00614,"Machine Learning, Cloud Computing, Web Development",1442,91.8,24,1
STU_00615,"Data Science, Blockchain, Deep Learning, Machine Learning",1220,78.6,29,1
STU_00616,"Machine Learning, Cloud Computing",869,69.8,61,1
STU_00617,"Artificial Intelligence, Python Programming, Web Development",197,52.7,6,0
STU_00618,"Cyber Security, Python Programming",439,38.3,16,0
STU_00619,Data Science,381,52.7,16,0
STU_00620,"Python Programming, Data Science, Cyber Security",1543,81.4,25,1
STU_00621,"Cloud Computing, Data Science, Deep Learning, Machine Learning",1111,79.7,37,1
STU_00622,"Machine Learning, Python Programming, Deep Learning, Data Visualization, Artificial Intelligence",49,55.5,6,0
STU_00623,"Web Development, Machine Learning",1654,78.9,35,1
STU_00624,"Python Programming, Cyber Security",1710,70.0,35,1
STU_00625,"Data Science, Cloud Computing",675,83.7,59,1
STU_00626,"Machine Learning, Artificial Intelligence, Python Programming, Cyber Security, Data Visualization",107,44.2,10,0
STU_00627,Data Visualization,1174,86.9,47,1
STU_00628,"Python Programming, Blockchain, Data Visualization",178,35.5,14,0
STU_00629,"Deep Learning, Machine Learning",478,70.2,2,0
STU_00630,"Blockchain, Python Programming",438,70.3,11,0
STU_00631,"Python Programming, Data Visualization, Machine Learning, Artificial Intelligence",1135,87.8,69,1
STU_00632,"Cloud Computing, Deep Learning, Machine Learning",1417,82.7,44,0
STU_00633,"Artificial Intelligence, Cloud Computing, Blockchain",1101,68.8,43,1
STU_00634,"Deep Learning, Cyber Security, Artificial Intelligence, Web Development",1349,90.6,29,1
STU_00635,"Python Programming, Data Visualization, Web Development, Machine Learning, Cloud Computing",170,52.9,11,0
STU_00636,"Python Programming, Deep Learning, Machine Learning",1256,80.6,20,1
STU_00637,"Cloud Computing, Machine Learning, Artificial Intelligence",1204,84.1,68,1
